Time,Position_x,Position_y,Position_z,EulerAngles_x,EulerAngles_y,EulerAngles_z,pupilDiameterLeft,pupilPositionLeft_x,pupilPositionLeft_y,eyeOpenLeft,pupilDiameterRight,pupilPositionRight_x,pupilPositionRight_y,eyeOpenRightJaw_Forward,Jaw_Right,Jaw_Left,Jaw_Open,Mouth_Ape_Shape,Mouth_O_Shape,Mouth_Pout,Mouth_Lower_Right,Mouth_Lower_Left,Mouth_Smile_Right,Mouth_Smile_Left,Mouth_Sad_Right,Mouth_Sad_Left,Cheek_Puff_Right,Cheek_Puff_Left,Mouth_Lower_Inside,Mouth_Upper_Inside,Mouth_Lower_Overlay,Mouth_Upper_Overlay,Cheek_Suck,Mouth_LowerRight_Down,Mouth_LowerLeft_Down,Mouth_UpperRight_Up,Mouth_UpperLeft_Up,Mouth_Philtrum_Right,Mouth_Philtrum_Left
2022/7/8 13:58:03,0.637956,1.689114,0.4987773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:03,0.6854599,1.70403,0.5856472,-7.74,5.72,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6854585,1.70403,0.5856463,-7.74,5.72,11.35,3.026398,0.4825438,0.3826662,1,2.865829,0.5002031,0.3465951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6268439,1.73865,0.542367,-12.03,2.59,3.72,2.861267,0.3708601,0.3468696,1,2.829178,0.4007458,0.3170021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6268439,1.73865,0.542367,-12.03,2.59,3.72,2.847168,0.4571977,0.3386659,1,2.824463,0.4722783,0.3002512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6236317,1.738886,0.5362998,-12.15,1.99,3.59,2.859451,0.461774,0.3384556,1,2.836273,0.4773008,0.299533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6222978,1.738927,0.5345871,-12.21,1.82,3.57,2.950974,0.4625092,0.3379736,1,2.954514,0.4789035,0.3006877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6214015,1.738933,0.5335757,-12.26,1.7,3.56,2.970062,0.4625897,0.3386482,1,2.785248,0.4795771,0.3027558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6210501,1.738932,0.5332218,-12.28,1.66,3.55,2.965057,0.4627132,0.3388281,1,2.785553,0.4795237,0.3050067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.620699,1.738926,0.5329594,-12.3,1.63,3.54,2.953323,0.4625895,0.3390577,1,2.765335,0.4794937,0.30603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6200342,1.738827,0.5325167,-12.31,1.63,3.49,2.96785,0.4625895,0.3392891,1,2.765976,0.4795504,0.30603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6196693,1.738815,0.5323401,-12.33,1.64,3.48,2.970825,0.4625856,0.3396489,1,2.745422,0.4797108,0.306071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.619499,1.738798,0.5323743,-12.35,1.64,3.47,2.960175,0.4623939,0.3401641,1,2.733978,0.4798328,0.3061458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6192141,1.738754,0.5325937,-12.38,1.68,3.46,2.960983,0.4616966,0.3410925,1,2.746048,0.4799148,0.3072111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6189221,1.738731,0.532685,-12.4,1.7,3.45,2.958755,0.4616806,0.3413394,1,2.741379,0.4799148,0.3072111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6186563,1.738708,0.5327991,-12.41,1.72,3.45,2.958618,0.4612287,0.3416345,1,2.74707,0.4797027,0.3088545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6183836,1.73864,0.5335363,-12.44,1.78,3.47,2.952805,0.459718,0.3423268,1,2.752457,0.4790693,0.3092971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.618192,1.738617,0.5337457,-12.45,1.81,3.47,2.936615,0.4593449,0.3426594,1,2.8078,0.4786407,0.3093936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6177931,1.738562,0.5340945,-12.48,1.85,3.47,2.934921,0.4590245,0.3430369,1,2.807663,0.478226,0.3094924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:04,0.6185008,1.738544,0.5348656,-12.46,1.9,3.49,2.936295,0.4588061,0.3432349,1,2.822388,0.4777861,0.3098981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:58:05,0.6182899,1.738524,0.5349756,-12.48,1.91,3.49,2.93898,0.4585845,0.3434861,1,2.841599,0.477275,0.3100041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
