Time,Position_x,Position_y,Position_z,EulerAngles_x,EulerAngles_y,EulerAngles_z,pupilDiameterLeft,pupilPositionLeft_x,pupilPositionLeft_y,eyeOpenLeft,pupilDiameterRight,pupilPositionRight_x,pupilPositionRight_y,eyeOpenRightJaw_Forward,Jaw_Right,Jaw_Left,Jaw_Open,Mouth_Ape_Shape,Mouth_O_Shape,Mouth_Pout,Mouth_Lower_Right,Mouth_Lower_Left,Mouth_Smile_Right,Mouth_Smile_Left,Mouth_Sad_Right,Mouth_Sad_Left,Cheek_Puff_Right,Cheek_Puff_Left,Mouth_Lower_Inside,Mouth_Upper_Inside,Mouth_Lower_Overlay,Mouth_Upper_Overlay,Cheek_Suck,Mouth_LowerRight_Down,Mouth_LowerLeft_Down,Mouth_UpperRight_Up,Mouth_UpperLeft_Up,Mouth_Philtrum_Right,Mouth_Philtrum_Left
2022/7/8 13:59:38,0.6100837,1.689114,0.5142131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:59:38,0.7310297,1.705027,0.5512426,0.9,6.39,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:59:39,0.73103,1.705027,0.551242,0.9,6.39,1.78,3.025482,0.440995,0.3380927,1,3.130859,0.4627308,0.3038338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:59:39,0.7306826,1.704205,0.5508229,0.99,6.32,1.7,3.16188,0.442406,0.3386275,1,3.246536,0.4635765,0.3049275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:59:39,0.7306826,1.704205,0.5508229,0.99,6.32,1.7,3.191803,0.442406,0.33897,1,3.23204,0.464195,0.305669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:59:39,0.7308787,1.70396,0.5510041,1.06,6.33,1.76,3.19487,0.4421259,0.3390289,1,3.232285,0.464195,0.3053904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:59:39,0.7309113,1.703939,0.5510426,1.06,6.33,1.78,3.178925,0.4414303,0.3391362,1,3.235291,0.4638547,0.3053904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:59:39,0.7309922,1.704015,0.5509996,1.06,6.33,1.78,3.178391,0.4419714,0.3392165,1,3.2323,0.4638547,0.3056147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:59:39,0.7309527,1.704128,0.550887,1.04,6.32,1.76,3.177689,0.4424111,0.3396552,1,3.232147,0.463862,0.3056681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/7/8 13:59:39,0.7309527,1.704128,0.550887,1.04,6.32,1.76,3.178497,0.4422663,0.3393312,1,3.235184,0.4643108,0.3056147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
