HRV_MeanNN_mean,HRV_MeanNN_std,HRV_MeanNN_min,HRV_MeanNN_25%,HRV_MeanNN_50%,HRV_MeanNN_75%,HRV_MeanNN_max,HRV_SDNN_mean,HRV_SDNN_std,HRV_SDNN_min,HRV_SDNN_25%,HRV_SDNN_50%,HRV_SDNN_75%,HRV_SDNN_max,HRV_RMSSD_mean,HRV_RMSSD_std,HRV_RMSSD_min,HRV_RMSSD_25%,HRV_RMSSD_50%,HRV_RMSSD_75%,HRV_RMSSD_max,HRV_SDSD_mean,HRV_SDSD_std,HRV_SDSD_min,HRV_SDSD_25%,HRV_SDSD_50%,HRV_SDSD_75%,HRV_SDSD_max,HRV_CVNN_mean,HRV_CVNN_std,HRV_CVNN_min,HRV_CVNN_25%,HRV_CVNN_50%,HRV_CVNN_75%,HRV_CVNN_max,HRV_CVSD_mean,HRV_CVSD_std,HRV_CVSD_min,HRV_CVSD_25%,HRV_CVSD_50%,HRV_CVSD_75%,HRV_CVSD_max,HRV_MedianNN_mean,HRV_MedianNN_std,HRV_MedianNN_min,HRV_MedianNN_25%,HRV_MedianNN_50%,HRV_MedianNN_75%,HRV_MedianNN_max,HRV_MadNN_mean,HRV_MadNN_std,HRV_MadNN_min,HRV_MadNN_25%,HRV_MadNN_50%,HRV_MadNN_75%,HRV_MadNN_max,HRV_MCVNN_mean,HRV_MCVNN_std,HRV_MCVNN_min,HRV_MCVNN_25%,HRV_MCVNN_50%,HRV_MCVNN_75%,HRV_MCVNN_max,HRV_IQRNN_mean,HRV_IQRNN_std,HRV_IQRNN_min,HRV_IQRNN_25%,HRV_IQRNN_50%,HRV_IQRNN_75%,HRV_IQRNN_max,HRV_Prc20NN_mean,HRV_Prc20NN_std,HRV_Prc20NN_min,HRV_Prc20NN_25%,HRV_Prc20NN_50%,HRV_Prc20NN_75%,HRV_Prc20NN_max,HRV_Prc80NN_mean,HRV_Prc80NN_std,HRV_Prc80NN_min,HRV_Prc80NN_25%,HRV_Prc80NN_50%,HRV_Prc80NN_75%,HRV_Prc80NN_max,HRV_pNN50_mean,HRV_pNN50_std,HRV_pNN50_min,HRV_pNN50_25%,HRV_pNN50_50%,HRV_pNN50_75%,HRV_pNN50_max,HRV_pNN20_mean,HRV_pNN20_std,HRV_pNN20_min,HRV_pNN20_25%,HRV_pNN20_50%,HRV_pNN20_75%,HRV_pNN20_max,HRV_MinNN_mean,HRV_MinNN_std,HRV_MinNN_min,HRV_MinNN_25%,HRV_MinNN_50%,HRV_MinNN_75%,HRV_MinNN_max,HRV_MaxNN_mean,HRV_MaxNN_std,HRV_MaxNN_min,HRV_MaxNN_25%,HRV_MaxNN_50%,HRV_MaxNN_75%,HRV_MaxNN_max,HRV_HTI_mean,HRV_HTI_std,HRV_HTI_min,HRV_HTI_25%,HRV_HTI_50%,HRV_HTI_75%,HRV_HTI_max,HRV_TINN_mean,HRV_TINN_std,HRV_TINN_min,HRV_TINN_25%,HRV_TINN_50%,HRV_TINN_75%,HRV_TINN_max,HRV_LF_mean,HRV_LF_std,HRV_LF_min,HRV_LF_25%,HRV_LF_50%,HRV_LF_75%,HRV_LF_max,HRV_HF_mean,HRV_HF_std,HRV_HF_min,HRV_HF_25%,HRV_HF_50%,HRV_HF_75%,HRV_HF_max,HRV_VHF_mean,HRV_VHF_std,HRV_VHF_min,HRV_VHF_25%,HRV_VHF_50%,HRV_VHF_75%,HRV_VHF_max,HRV_LFHF_mean,HRV_LFHF_std,HRV_LFHF_min,HRV_LFHF_25%,HRV_LFHF_50%,HRV_LFHF_75%,HRV_LFHF_max,HRV_LFn_mean,HRV_LFn_std,HRV_LFn_min,HRV_LFn_25%,HRV_LFn_50%,HRV_LFn_75%,HRV_LFn_max,HRV_HFn_mean,HRV_HFn_std,HRV_HFn_min,HRV_HFn_25%,HRV_HFn_50%,HRV_HFn_75%,HRV_HFn_max,HRV_LnHF_mean,HRV_LnHF_std,HRV_LnHF_min,HRV_LnHF_25%,HRV_LnHF_50%,HRV_LnHF_75%,HRV_LnHF_max,Time,Answerer,VR world,Topic,Collaborators(Main&aux),StartTime,EndTime,Valence,Arousal,Dominance,Excite-Not Excite,Serious-Not Serious,Smooth-Not Smooth,Bright-Not Bright,Eminent-Not Eminent,Close-Not Close,Equal-Not Equal
759.4717517800061,1.4293558980181849,756.7858892699658,758.4517393434592,760.2645761881431,760.5029585798817,760.9505144536993,62.656643245841614,0.3579014028843674,61.74900226905744,62.59593356464838,62.743100281196305,62.82091990268791,63.1952395699869,28.50614343795821,0.603793847872695,27.645972631856196,27.84588701221043,28.57961325234924,29.00183607234611,29.314233718967557,28.594027947288275,0.6072026158725751,27.734612762086947,27.919988795977066,28.668649675253093,29.08980925975233,29.408876487325745,0.08250042025797702,0.0004692095011178276,0.0813514805261723,0.08243443041864798,0.082563647357391,0.08273674230065553,0.0832998475602836,0.037533131430637065,0.0007379979419424946,0.0364976909066096,0.03671588429499858,0.03757727347584215,0.038184530465136146,0.0385383547141619,753.8461538461538,0.0,753.8461538461538,753.8461538461538,753.8461538461538,753.8461538461538,753.8461538461538,79.11951923076921,2.851153846153832,68.42769230769235,79.83230769230764,79.83230769230764,79.83230769230772,79.83230769230781,0.10495446428571423,0.0037821428571428377,0.0907714285714286,0.1058999999999999,0.1058999999999999,0.1059,0.1059000000000001,102.40384615384616,5.416571839558346,92.30769230769238,100.0,101.9230769230769,107.69230769230765,107.69230769230774,692.8846153846154,0.7692307692307736,692.3076923076923,692.3076923076923,692.3076923076923,693.8461538461538,693.8461538461538,822.0192307692308,2.0034487031402586,815.3846153846154,821.5384615384617,823.0769230769231,823.0769230769231,823.0769230769231,5.222135954494053,0.5887797487208933,4.430379746835443,4.45859872611465,5.430344602319124,5.7324840764331215,5.769230769230769,51.57475212779373,0.7770028848322074,50.318471337579616,50.955414012738856,51.59235668789809,52.22929936305732,52.86624203821656,646.1538461538462,0.0,646.1538461538462,646.1538461538462,646.1538461538462,646.1538461538462,646.1538461538462,892.3076923076924,0.0,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,13.419944638694638,1.0000814521510295,12.076923076923077,12.134615384615383,14.181818181818182,14.272727272727272,14.272727272727272,54.6875,0.0,54.6875,54.6875,54.6875,54.6875,54.6875,0.009521443575406581,0.0022204305377162684,0.0051176772425776,0.00796570397162805,0.00889297648940185,0.0114492748777199,0.0135457972122653,0.0030294364409275813,0.0002999439230799082,0.0021615678294217,0.00302881747082635,0.00307278737666415,0.003148792851380275,0.0033566081805985,0.000234681313593175,1.878843461342623e-05,0.0002076332723659,0.0002189696373407,0.00023533592460160002,0.00025001232894005,0.0002608659911427,3.1875260066311717,0.9222302307446716,2.051476239311547,2.480226677355583,2.897300807385227,3.7761710570537472,5.501860767379841,0.7374812944944086,0.04897540947926074,0.654439282868829,0.6985564520329666,0.7286653239333231,0.7768504447062692,0.833436586453747,0.24378846524138195,0.04685876285129903,0.1514826749879124,0.20579927929605196,0.25156301155872673,0.2816864269951705,0.3190089508852666,-5.804674989747417,0.1102370185414281,-6.136921473631038,-5.799583816432527,-5.785174769388658,-5.76077032792433,-5.696824284925019,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/10/12 2:00:20 午後 GMT+9,Yushan,JustRain,sadthing,"Yushan,Yang",14:11:30,14:14:30,6.0,7.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0
759.3094538868165,1.6168192065941454,756.4429201371877,757.7658010779031,760.2645761881431,760.5029585798817,760.9505144536993,62.701431397294044,0.2710456402257346,61.972083748237054,62.59593356464838,62.743100281196305,62.82091990268791,63.1952395699869,28.42323929692445,0.6261521638226017,27.645972631856196,27.781124170125196,28.5331033068197,29.00183607234611,29.314233718967557,28.51096784038456,0.6298833904706734,27.729671230103467,27.866766438528867,28.619592366705987,29.08980925975233,29.408876487325745,0.08257708344538468,0.00035536814231504067,0.0815611445255041,0.08250065851562965,0.082579306881136,0.08273674230065553,0.0832998475602836,0.03743172357677092,0.0007559298400050661,0.0364976909066096,0.03667374272824145,0.037517316726556144,0.03815499484964055,0.0385383547141619,753.8461538461538,0.0,753.8461538461538,753.8461538461538,753.8461538461538,753.8461538461538,753.8461538461538,79.83230769230768,6.961868572213853e-14,79.83230769230764,79.83230769230764,79.83230769230764,79.83230769230772,79.83230769230781,0.10589999999999994,8.502150938399897e-17,0.1058999999999999,0.1058999999999999,0.1058999999999999,0.1059,0.1059000000000001,103.36538461538463,4.839637458506884,92.30769230769238,100.0,103.84615384615387,107.69230769230774,107.69230769230774,692.7884615384614,0.7364823905818028,692.3076923076923,692.3076923076923,692.3076923076923,693.8461538461538,693.8461538461538,822.4038461538462,0.967927491701331,820.0000000000001,821.5384615384617,823.0769230769231,823.0769230769231,823.0769230769231,5.142518120099149,0.6011674080904248,4.430379746835443,4.45859872611465,5.111873264739507,5.7324840764331215,5.769230769230769,51.45532537620137,0.8155819027867541,50.318471337579616,50.87681691981055,51.43720398497469,52.22929936305732,52.86624203821656,646.1538461538462,0.0,646.1538461538462,646.1538461538462,646.1538461538462,646.1538461538462,646.1538461538462,892.3076923076924,0.0,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,13.282706876456876,1.0255913775111707,12.076923076923077,12.076923076923077,13.632575757575758,14.204545454545453,14.272727272727272,54.6875,0.0,54.6875,54.6875,54.6875,54.6875,54.6875,0.009755477628231106,0.0022377539583972508,0.0051176772425776,0.00815921902646105,0.009363335352542999,0.011722226354087224,0.0135457972122653,0.0029510640078752124,0.0003654324095691257,0.0021026492517606,0.0030199630533781253,0.0030603334784401496,0.0031257798260204746,0.0033348968009747,0.0002329579909051625,2.162436245311055e-05,0.0001888593413529,0.0002186598075147,0.00023533592460160002,0.00025001232894005,0.0002608659911427,3.386787096552435,1.064858589739252,2.051476239311547,2.5983252867101183,3.0811277167990565,3.9655574486964693,5.547962909223491,0.7466487539193878,0.052893985105112645,0.654439282868829,0.7080302350715832,0.7401562649282449,0.7851597781447999,0.8358156977020165,0.2349521681110172,0.050354449593131255,0.1506527190930697,0.1980582079989279,0.2405400527103197,0.2725903827481918,0.3190089508852666,-5.833908295744538,0.13820107137649404,-6.1645571808789645,-5.80251147290982,-5.78923192001838,-5.768072553728526,-5.703313544328787,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/10/12 2:00:20 午後 GMT+9,Yushan,JustRain,sadthing,"Yushan,Yang",14:11:30,14:14:30,6.0,7.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0
758.9602052559022,2.045144148787218,754.2356377799416,757.3930624724787,760.2645761881431,760.5029585798817,760.9505144536993,62.80856188288664,0.30067924690348097,62.46561269229627,62.62747500921083,62.74716242482998,62.86475936862381,63.68617151771864,28.447794762575306,0.656112706416537,27.645972631856196,27.781124170125196,28.5331033068197,29.104681744541512,29.365326338810057,28.533383065888287,0.6564914632187875,27.729671230103467,27.866766438528867,28.619592366705987,29.198092025685817,29.41727654862269,0.08275688879647247,0.0005038524282768295,0.0823020634381958,0.0825278532232627,0.08261184314869305,0.08279829524042456,0.0844380301429086,0.037481936642226744,0.0008286272640529904,0.0364976909066096,0.03667374272824145,0.037517316726556144,0.03825582073304533,0.0389338886521532,753.3653846153845,1.9230769230769056,746.1538461538462,753.8461538461538,753.8461538461538,753.8461538461538,753.8461538461538,79.83230769230768,6.961868572213853e-14,79.83230769230764,79.83230769230764,79.83230769230764,79.83230769230772,79.83230769230781,0.10596823453608242,0.0002729381443298854,0.1058999999999999,0.1058999999999999,0.1058999999999999,0.10590000000000002,0.1069917525773195,104.3269230769231,3.941134909984465,96.1538461538462,101.44230769230768,106.73076923076923,107.69230769230774,107.69230769230774,692.6923076923076,0.6880209161537854,692.3076923076923,692.3076923076923,692.3076923076923,692.6923076923076,693.8461538461538,822.0192307692308,2.0034487031402586,815.3846153846154,821.5384615384617,823.0769230769231,823.0769230769231,823.0769230769231,5.1006935615246105,0.5803023449844071,4.430379746835443,4.45859872611465,5.095541401273886,5.7324840764331215,5.769230769230769,51.31599416601029,0.8635559369047624,50.0,50.638997078870496,51.11873264739506,51.999632533072024,52.86624203821656,644.7115384615386,5.769230769230774,623.0769230769231,646.1538461538462,646.1538461538462,646.1538461538462,646.1538461538462,892.3076923076924,0.0,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,13.150276806526806,1.0260327374781566,12.076923076923077,12.076923076923077,13.083333333333334,14.181818181818182,14.272727272727272,56.15234375,5.859375,54.6875,54.6875,54.6875,54.6875,78.125,0.010304445920884905,0.0027639161597138016,0.0051176772425776,0.008368767465516975,0.009923081451647449,0.011905414441955276,0.0166688407668404,0.002950454757413531,0.00036475732245951656,0.0021026492517606,0.0030199630533781253,0.0030603334784401496,0.0031257798260204746,0.0033251487935878,0.0002361029450845375,2.3188095112794528e-05,0.0001888593413529,0.0002195239407309,0.00024127640887825,0.00025590085373714997,0.0002701346152039,3.5523161891506856,1.1006004398671412,2.051476239311547,2.6984164289969756,3.288328634347701,4.159736804583617,5.547962909223491,0.7549802439343025,0.053746087528594895,0.654439282868829,0.7156761841445978,0.7523637821661584,0.7931397716358395,0.8358156977020165,0.22698841835893271,0.05088638851291106,0.1506527190930697,0.19074585488724766,0.22889489094373955,0.2652607777107154,0.3190089508852666,-5.8340912527192605,0.13801847520410418,-6.1645571808789645,-5.80251147290982,-5.78923192001838,-5.768072553728526,-5.706240855924347,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/10/12 2:00:20 午後 GMT+9,Yushan,JustRain,sadthing,"Yushan,Yang",14:11:30,14:14:30,6.0,7.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0
758.4802942629678,2.51766654625254,752.7750730282376,757.0640477800038,759.4316511513964,760.4713941129913,760.9505144536993,62.87677444525597,0.36414234817479607,62.46561269229627,62.64491121223939,62.759385327198544,62.98161752242708,63.68617151771864,28.474054366430583,0.6819535660249525,27.645972631856196,27.781124170125196,28.5331033068197,29.155776659749918,29.365326338810057,28.55804506435281,0.6805392834471004,27.729671230103467,27.866766438528867,28.619592366705987,29.249322020885526,29.41727654862269,0.08289997300743235,0.0006652841249679233,0.0823724791162729,0.08254304284316505,0.08267464019595314,0.08280872069102894,0.0845914108135537,0.037541021768423305,0.0008960721098506376,0.0364976909066096,0.03667374272824145,0.037517316726556144,0.03834216620758867,0.0389338886521532,752.8846153846154,2.62742327332295,746.1538461538462,753.8461538461538,753.8461538461538,753.8461538461538,753.8461538461538,79.83230769230768,6.961868572213853e-14,79.83230769230764,79.83230769230764,79.83230769230764,79.83230769230772,79.83230769230781,0.1060364690721649,0.00037290449694676013,0.1058999999999999,0.1058999999999999,0.1058999999999999,0.1059000000000001,0.1069917525773195,104.92788461538463,3.291309308242654,100.0,101.9230769230769,106.73076923076923,107.69230769230774,107.69230769230774,692.6923076923076,0.6880209161537854,692.3076923076923,692.3076923076923,692.3076923076923,692.6923076923076,693.8461538461538,821.5384615384617,2.574338543181781,815.3846153846154,821.5384615384617,823.0769230769231,823.0769230769231,823.0769230769231,5.05657233465022,0.5522422291257569,4.430379746835443,4.45859872611465,5.079416270257196,5.7324840764331215,5.769230769230769,51.196308998856765,0.9917600842582068,49.36708860759494,50.5543013786987,50.955414012738856,51.999632533072024,52.86624203821656,643.2692307692308,7.882269819968927,623.0769230769231,646.1538461538462,646.1538461538462,646.1538461538462,646.1538461538462,892.3076923076924,0.0,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,13.023528554778554,1.0153128320269098,12.076923076923077,12.076923076923077,12.618589743589743,14.181818181818182,14.272727272727272,57.6171875,8.005430285905936,54.6875,54.6875,54.6875,54.6875,78.125,0.010854827005261275,0.00311006408397859,0.0051176772425776,0.0086765430623842,0.0107222321920715,0.012102036746494026,0.0167143824959279,0.0029494536505403875,0.00036386905520994535,0.0021026492517606,0.0030199630533781253,0.0030603334784401496,0.0031257798260204746,0.0033251487935878,0.00023928810060515001,2.288288883801994e-05,0.0001888593413529,0.00022290614627135,0.00024402263349415,0.000258578970679575,0.0002701346152039,3.7226737386388438,1.1251693591874403,2.051476239311547,2.812446901464841,3.547279786947045,4.49519713952858,5.547962909223491,0.7632079893295068,0.05402141919975529,0.654439282868829,0.7231288371406193,0.7657015633236821,0.8053569423448194,0.8358156977020165,0.21910780143410558,0.05080748640479876,0.1506527190930697,0.17976108344840463,0.216290960473896,0.25718757309806317,0.3190089508852666,-5.834399002075775,0.13776597776510047,-6.1645571808789645,-5.80251147290982,-5.78923192001838,-5.768072553728526,-5.706240855924347,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/10/12 2:00:20 午後 GMT+9,Yushan,JustRain,sadthing,"Yushan,Yang",14:11:30,14:14:30,6.0,7.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0
757.8825890231182,3.037113991641595,751.1369134010644,756.7001469867712,758.2557569818717,760.374816266536,760.9505144536993,62.94127401178747,0.4372822148868125,62.46561269229627,62.64491121223939,62.759385327198544,63.040519542261535,63.851012618700366,28.518408894556313,0.7109989207493826,27.645972631856196,27.781124170125196,28.543742214707713,29.202542440313515,29.365326338810057,28.601699884575048,0.7090048693162075,27.729671230103467,27.866766438528867,28.632889261623752,29.29112827436954,29.41727654862269,0.08305155439739077,0.0008407923024011668,0.0823724791162729,0.08254304284316505,0.08271148209775589,0.0829423396828901,0.085005824476912,0.037629956338714306,0.0009655910582826313,0.0364976909066096,0.03667374272824145,0.0375384354279332,0.038401349645778425,0.0389791078991211,752.4038461538462,3.100868364730183,746.1538461538462,753.8461538461538,753.8461538461538,753.8461538461538,753.8461538461538,79.83230769230768,6.961868572213853e-14,79.83230769230764,79.83230769230764,79.83230769230764,79.83230769230772,79.83230769230781,0.10610470360824736,0.00044009953378596595,0.1058999999999999,0.1058999999999999,0.10589999999999994,0.1059000000000001,0.1069917525773195,105.04807692307693,3.208331732369807,100.0,101.9230769230769,106.73076923076923,107.69230769230774,107.69230769230774,692.6923076923076,0.6880209161537854,692.3076923076923,692.3076923076923,692.3076923076923,692.6923076923076,693.8461538461538,821.0576923076924,2.9576231194601856,815.3846153846154,821.1538461538463,822.3076923076924,823.0769230769231,823.0769230769231,5.05052492294243,0.5519352077815558,4.430379746835443,4.45859872611465,5.063291139240507,5.7324840764331215,5.769230769230769,51.13659080824235,1.0542251649951315,49.36708860759494,50.318471337579616,50.955414012738856,51.999632533072024,52.86624203821656,641.8269230769231,9.30260509419064,623.0769230769231,646.1538461538462,646.1538461538462,646.1538461538462,646.1538461538462,892.3076923076924,0.0,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,892.3076923076924,12.901587995337994,0.9835928252512774,12.076923076923077,12.076923076923077,12.19230769230769,14.181818181818182,14.272727272727272,59.08203125,9.447958298787363,54.6875,54.6875,54.6875,54.6875,78.125,0.011580829743411968,0.0030364530547873398,0.0079806468906101,0.008958231958642374,0.01148345240896275,0.012819184912851424,0.0167337210529887,0.0029937909315493625,0.00034761113650172686,0.0021026492517606,0.00302881747082635,0.00307278737666415,0.003148792851380275,0.0033251487935878,0.0002417928563004,2.1327459176421862e-05,0.0001888593413529,0.00022856268634885,0.0002468204322371,0.000258578970679575,0.0002701346152039,3.920876082982237,1.089916313127041,2.49860114402189,2.924436557233597,3.823756682392661,5.047426664752256,5.547962909223491,0.7741179599357391,0.04786652801601203,0.6997543988124317,0.7304629772184842,0.7789734277446463,0.8235858018426008,0.8358156977020165,0.20909033659837406,0.04529953236285342,0.1506527190930697,0.1631879316437757,0.20381802738094615,0.24982736241426062,0.2800584641076676,-5.818757268052389,0.13259421966001644,-6.1645571808789645,-5.799583816432527,-5.785174769388658,-5.76077032792433,-5.706240855924347,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/10/12 2:00:20 午後 GMT+9,Yushan,JustRain,sadthing,"Yushan,Yang",14:11:30,14:14:30,6.0,7.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0
