9.691871690000000150e-01,6.770945000000000435e-01,1.431391290000000094e+00,9.100947917999999248e+00,3.091482649999999777e-01,-4.112300499999999914e+00,-1.704735480000000025e-01,-1.588541116999999891e+00,5.274009680000000255e-01,-1.174413207999999997e+01,-8.494367912999999604e+00,-9.496997680999999858e+00,3.289457749999999958e-01,7.895616960000000351e-01,3.372385486000000210e+00,2.269293091999999845e+00,4.827536649999999985e-01,-3.754145763999999730e+01,1.318189980000000006e+01,8.884280110000000175e-01,7.339026496999999871e+00,-5.398839030000000427e+00,4.353006000999999969e+01,4.871830323000000185e+00,7.477718927999999821e+00,-2.003530692000000002e+01,2.147649739999999952e+01,-3.723373828999999802e+00,6.902517027000000027e+00,3.000000000000000000e+00
1.354255253999999908e+00,1.987274854999999896e+00,6.814634880000000061e-01,7.693873286999999728e+00,2.665330659999999852e-01,-1.972707933999999996e+00,-8.380120730000000240e-01,-1.234602586000000057e+00,1.881580099999999867e-01,-1.010459524999999914e+01,-9.405354626999999468e+00,-9.727982025999999394e+00,8.973984200000000022e-02,-3.110394600000000037e-02,4.414367659999999804e-01,1.394213069999999943e-01,8.627321500000000032e-02,-4.650530550000000041e+00,4.089977239999999625e+00,-1.241359630000000019e-01,1.555394348000000093e+00,-1.508891438999999934e+01,1.906561049000000096e+01,4.721665564000000259e+00,5.216309824999999734e+00,-1.923527754999999928e+01,5.191787419999999820e+00,-3.567640754000000136e+00,3.415234027999999977e+00,2.000000000000000000e+00
1.139147745999999906e+00,2.771431356999999984e+00,4.110322790000000004e-01,1.826024006999999827e+01,2.333333330000000039e-01,-1.848890305000000067e+00,-3.271895819999999788e-01,-7.308041659999999773e-01,3.442022249999999728e-01,-1.021525351999999920e+01,-9.252825662999999423e+00,-9.751331951999999248e+00,1.432690990000000109e-01,-1.620994089999999999e-01,5.748248409999999753e-01,7.998133200000000220e-02,1.345361539999999911e-01,-8.964707620000000432e+00,6.871387760000000178e+00,-3.522832199999999941e-02,3.051942546999999895e+00,-9.114863299999999668e+00,3.424373778999999729e+01,6.658818891000000129e+00,8.034025514999999729e+00,-6.696499479999999949e+00,4.586157710000000165e+00,-2.766918608000000113e+00,2.315673883000000099e+00,2.000000000000000000e+00
8.988252450000000504e-01,1.159542669999999998e+00,7.751549540000000071e-01,1.385680334000000080e+01,1.252086809999999883e-01,-1.801038080999999957e+00,-7.542706810000000539e-01,-1.049793648000000079e+00,2.430108500000000005e-01,-1.026071312999999918e+01,-9.409541696999999871e+00,-9.731456889000000388e+00,9.063694599999999602e-02,-4.605776560000000019e-01,9.390998999999999874e-02,-2.560720060000000187e-01,1.115420579999999995e-01,-1.347328435000000013e+01,7.230279440000000335e+00,-5.709933999999999843e-02,2.191389844999999781e+00,-3.200627490000000019e+00,3.492413659999999709e+01,6.301775316999999710e+00,6.160811583000000091e+00,-1.616974444999999960e+01,1.318748040000000010e+00,-3.642889305999999827e+00,2.557615214000000137e+00,4.000000000000000000e+00
1.335936357000000019e+00,1.646863782000000054e+00,8.112002769999999696e-01,1.285812954999999924e+01,3.886414249999999848e-01,-1.679014910000000027e+00,5.861897440000000126e-01,-8.727882150000000339e-01,3.991521510000000106e-01,-1.043537375000000011e+01,-9.097305934999999621e+00,-9.740384343000000555e+00,1.370744869999999949e-01,-8.021229050000000527e-01,2.320832859999999997e-01,-9.127947000000000144e-02,2.211428820000000128e-01,-9.017045989999999733e+00,1.674090895999999873e+01,-2.981423799999999985e-02,3.019323464999999818e+00,-2.383689908999999929e+01,6.750851038000000415e+01,5.263389372999999871e+00,1.183689161000000034e+01,-1.940724648000000130e+01,1.438090981000000035e+01,-3.321043888999999805e+00,5.018927848999999775e+00,4.000000000000000000e+00
1.013258626999999912e+00,1.967850601999999949e+00,5.149062770000000233e-01,1.013095410999999935e+01,1.575000000000000011e-01,-1.337469661000000087e+00,-6.986424700000000154e-01,-1.092129432999999983e+00,1.137166319999999980e-01,-1.029660229999999999e+01,-9.273162857999999176e+00,-9.735166195999999772e+00,1.127587730000000066e-01,-4.809148509999999765e-01,3.529101500000000197e-02,-1.836456360000000010e-01,1.176597270000000056e-01,-4.089762300000000295e+00,6.033973839999999811e+00,1.906419480000000055e-01,1.823921332000000062e+00,-1.944506609999999913e+00,1.564118571000000024e+01,5.380346484999999568e+00,3.083914443999999921e+00,-9.664832750000000416e+00,1.079486919999999905e+00,-3.235593081999999843e+00,1.860019185000000075e+00,3.000000000000000000e+00
2.189806225999999967e+00,6.725378044000000166e+00,3.256034400000000217e-01,3.837629142000000115e+01,3.583959899999999976e-01,-1.309356479000000073e+00,-8.433954479999999920e-01,-1.060777832999999948e+00,1.060990819999999973e-01,-9.942495841999999584e+00,-9.523788881999999845e+00,-9.734185651000000661e+00,5.377559199999999706e-02,-4.240903349999999850e-01,-2.272980600000000170e-02,-2.100882089999999980e-01,1.149738629999999956e-01,-2.624287939999999875e+00,5.944250919999999994e+00,1.135415210000000064e-01,1.310987356000000048e+00,2.145363160000000047e+00,1.083353257999999997e+01,5.435867471999999978e+00,1.531669710999999934e+00,-6.831083859999999675e+00,-1.956138539999999981e+00,-3.643470049999999905e+00,9.934254780000000284e-01,4.000000000000000000e+00
1.262572390000000100e+00,1.001184188000000086e+00,1.261079035000000070e+00,3.841501634000000109e+00,3.007518800000000270e-01,-2.195818929000000086e+00,-4.874945319999999804e-01,-1.402565666999999960e+00,3.632462430000000242e-01,-1.024815191999999975e+01,-9.277948080999999902e+00,-9.698068049999999829e+00,1.346680980000000138e-01,-5.174021720000000490e-01,6.962498590000000265e-01,6.156529000000000168e-02,3.480782479999999790e-01,-1.643414071000000121e+01,1.085658079000000065e+01,-6.924096370000000222e-01,4.243611593999999876e+00,-1.579922084000000027e+01,3.208291080000000051e+01,6.658834731999999867e+00,8.695120681000000573e+00,-1.216959759999999946e+01,1.063497790000000087e+01,-3.317252977999999963e+00,4.009071599000000319e+00,2.000000000000000000e+00
1.304590171999999937e+00,1.283616322000000087e+00,1.016339655999999980e+00,9.335058295999999700e+00,3.639398999999999829e-01,-2.647424292999999818e+00,-1.293804506000000076e+00,-1.744853900000000069e+00,4.249722949999999999e-01,-9.941897688999999261e+00,-9.320416930000000377e+00,-9.607647542000000485e+00,8.870418500000000483e-02,-1.331488132999999907e+00,-2.500278699999999854e-01,-8.239702460000000173e-01,2.959615789999999746e-01,-6.572096420000000272e+00,6.101266029999999674e+00,-4.985781719999999861e-01,1.867947610000000092e+00,-1.112615208999999972e+01,3.053519043000000011e+01,5.727288152999999937e+00,6.343168101999999919e+00,-1.436780914000000031e+01,3.509482670000000137e+00,-3.885529329000000143e+00,3.049344631999999944e+00,2.000000000000000000e+00
3.594257599999999692e-02,1.155381387000000037e+00,3.110884100000000166e-02,3.718823668000000282e+01,7.158200000000000413e-04,-2.418331769999999992e+00,-4.366515440000000026e-01,-1.265394600000000036e+00,3.212962070000000003e-01,-1.029181707999999951e+01,-9.127213575000000745e+00,-9.646952631999999639e+00,1.243494359999999938e-01,-1.114358665999999998e+00,1.900929598000000054e+00,5.322926669999999971e-01,1.131522705000000073e+00,-1.362282255000000042e+01,1.604555633000000014e+01,-4.962091829999999981e-01,3.721686118000000043e+00,-9.570954809999999924e+00,2.641541301999999902e+01,5.202329250000000016e+00,5.568970840999999616e+00,-1.500334649000000020e+01,1.158454547000000012e+01,-3.209771640000000037e+00,3.474747935999999982e+00,2.000000000000000000e+00
